Ir. szám	Név	Megyekód	Járás	KSH kód	Jogállás	Terület	Népesség	Lakások
3893	Fony	BZ	Gönci	17932	6	4056	344	200
3893	Mogyoróska	BZ	Gönci	10968	6	1917	77	113
3893	Regéc	BZ	Gönci	08402	6	2721	65	72
3894	Göncruszka	BZ	Gönci	18643	6	1670	658	314
3895	Gönc	BZ	Gönci	15936	4	3727	1914	863
3896	Telkibánya	BZ	Gönci	13763	6	4682	575	372
3897	Zsujta	BZ	Gönci	11022	6	673	221	91
3898	Abaújvár	BZ	Gönci	02273	6	735	253	138
3898	Pányok	BZ	Gönci	24730	6	846	96	77
3899	Kéked	BZ	Gönci	15264	6	1301	252	136
3900	Szerencs	BZ	Szerencsi	30739	4	3668	8445	3777
3903	Bekecs	BZ	Szerencsi	06929	6	2572	2195	952
3904	Legyesbénye	BZ	Szerencsi	11660	6	2031	1396	618
3905	Monok	BZ	Szerencsi	07825	6	4196	1416	768
3906	Golop	BZ	Szerencsi	13134	6	943	544	291
3907	Tállya	BZ	Szerencsi	12210	6	3796	1606	940
3908	Rátka	BZ	Szerencsi	12469	6	1178	905	418
3909	Mád	BZ	Szerencsi	03902	6	3186	1840	1093
3910	Tokaj	BZ	Tokaji	18306	4	2820	3801	1701
3915	Tarcal	BZ	Tokaji	21740	6	5372	2654	1262
3916	Bodrogkeresztúr	BZ	Tokaji	30784	6	2988	889	509
3917	Bodrogkisfalud	BZ	Tokaji	33808	6	1467	781	419
3918	Szegi	BZ	Tokaji	33817	6	905	257	146
3918	Szegilong	BZ	Tokaji	31510	6	694	226	120
3921	Taktaszada	BZ	Szerencsi	03133	6	2574	1783	634
3922	Taktaharkány	BZ	Szerencsi	18245	5	3913	3478	1284
3924	Taktakenéz	BZ	Szerencsi	28787	6	1974	1122	368
3925	Prügy	BZ	Szerencsi	21272	6	3139	2411	807
3926	Taktabáj	BZ	Tokaji	03708	6	1682	576	204
3927	Csobaj	BZ	Tokaji	20774	6	1961	614	324
3928	Tiszatardos	BZ	Tokaji	30298	6	893	225	164
3929	Tiszaladány	BZ	Tokaji	19381	6	2219	593	313
3931	Mezőzombor	BZ	Szerencsi	03443	6	3879	2212	839
3932	Erdőbénye	BZ	Tokaji	25326	6	4580	963	712
3933	Olaszliszka	BZ	Sárospataki	31778	6	3949	1538	687
3934	Tolcsva	BZ	Sárospataki	28051	6	1648	1517	741
3935	Erdőhorváti	BZ	Sárospataki	22503	6	5011	530	317
3936	Háromhuta	BZ	Sárospataki	12706	6	3780	112	93
3937	Komlóska	BZ	Sárospataki	16559	6	2987	231	168
3941	Vámosújfalu	BZ	Sárospataki	15149	6	1064	673	323
3942	Sárazsadány	BZ	Sárospataki	20516	6	1531	240	179
3943	Bodrogolaszi	BZ	Sárospataki	14401	6	2061	815	390
3950	Sárospatak	BZ	Sárospataki	27474	4	13909	10741	5287
3954	Györgytarló	BZ	Sárospataki	05069	6	3019	499	202
3955	Kenézlő	BZ	Sárospataki	05458	6	2296	999	493
3956	Viss	BZ	Sárospataki	05096	6	1391	494	279
3957	Zalkod	BZ	Sárospataki	15617	6	1020	187	134
3958	Hercegkút	BZ	Sárospataki	30137	6	782	625	256
3959	Makkoshotyka	BZ	Sárospataki	19600	6	1041	735	293
3961	Vajdácska	BZ	Sárospataki	30003	6	2277	1174	461
3962	Karos	BZ	Cigándi	30508	6	1532	499	207
3963	Karcsa	BZ	Cigándi	21218	6	4370	1587	643
3964	Pácin	BZ	Cigándi	15893	6	3393	1425	600
3965	Kisrozvágy	BZ	Cigándi	11448	6	834	199	77
3965	Nagyrozvágy	BZ	Cigándi	33181	6	2681	592	275
3967	Lácacséke	BZ	Cigándi	20844	6	1625	267	104
3971	Tiszakarád	BZ	Cigándi	13976	6	4756	2166	868
3972	Tiszacsermely	BZ	Cigándi	29133	6	2028	424	176
3973	Cigánd	BZ	Cigándi	03939	4	5676	2948	1076
3974	Ricse	BZ	Cigándi	19220	5	2475	1641	585
3974	Semjén	BZ	Cigándi	23755	6	784	499	163
3976	Révleányvár	BZ	Cigándi	09317	6	1650	386	261
3977	Zemplénagárd	BZ	Cigándi	31608	6	2909	613	346
3978	Dámóc	BZ	Cigándi	07719	6	1599	300	167
3980	Sátoraljaújhely	BZ	Sátoraljaújhelyi	05120	4	7345	13122	6548
3985	Alsóberecki	BZ	Sátoraljaújhelyi	20482	6	686	666	280
3985	Felsőberecki	BZ	Sátoraljaújhelyi	08174	6	353	234	117
3987	Bodroghalom	BZ	Cigándi	23737	6	2686	1201	492
3989	Alsóregmec	BZ	Sátoraljaújhelyi	23223	6	1540	188	88
3989	Felsőregmec	BZ	Sátoraljaújhelyi	07588	6	1075	348	82
3989	Mikóháza	BZ	Sátoraljaújhelyi	24253	6	1691	507	240
3991	Vilyvitány	BZ	Sátoraljaújhelyi	12982	6	1312	287	162
3992	Kovácsvágás	BZ	Sátoraljaújhelyi	28547	6	2108	574	225
3992	Vágáshuta	BZ	Sátoraljaújhelyi	29151	6	205	88	114
3993	Füzérradvány	BZ	Sátoraljaújhelyi	10366	6	981	295	163
3994	Bózsva	BZ	Sátoraljaújhelyi	31006	6	1639	195	113
3994	Filkeháza	BZ	Sátoraljaújhelyi	25238	6	441	91	37
3994	Füzérkajata	BZ	Sátoraljaújhelyi	06460	6	1144	111	81
3994	Kishuta	BZ	Sátoraljaújhelyi	28875	6	518	257	150
3994	Nagyhuta	BZ	Sátoraljaújhelyi	15468	6	3506	79	36
3994	Pálháza	BZ	Sátoraljaújhelyi	12362	4	675	945	414
3995	Pusztafalu	BZ	Sátoraljaújhelyi	17048	6	700	182	105
3996	Füzér	BZ	Sátoraljaújhelyi	17109	6	3749	335	222
3997	Füzérkomlós	BZ	Sátoraljaújhelyi	11378	6	587	289	121
3997	Nyíri	BZ	Sátoraljaújhelyi	26435	6	1647	403	182
3999	Hollóháza	BZ	Sátoraljaújhelyi	31167	6	236	796	423
4000	Debrecen	HB	Debreceni	15130	1	46166	201582	100040
4060	Balmazújváros	HB	Balmazújvárosi	02918	4	20544	16949	6890
4064	Nagyhegyes	HB	Hajdúszoboszlói	09478	6	13277	2847	1109
4065	Újszentmargita	HB	Balmazújvárosi	32568	6	9622	1307	593
4066	Tiszacsege	HB	Balmazújvárosi	15644	4	13640	4322	2137
4069	Egyek	HB	Balmazújvárosi	15741	5	10475	4849	2175
4071	Hortobágy	HB	Balmazújvárosi	04118	6	28458	1231	608
4075	Görbeháza	HB	Hajdúnánási	16568	6	8021	2249	1043
4080	Hajdúnánás	HB	Hajdúnánási	22406	4	25961	16214	6975
4087	Hajdúdorog	HB	Hajdúböszörményi	12803	4	10065	8292	3548
4090	Folyás	HB	Hajdúnánási	34014	6	5393	252	153
4090	Polgár	HB	Hajdúnánási	23117	4	9745	7900	3424
4096	Újtikos	HB	Hajdúnánási	11925	6	3529	771	387
4097	Tiszagyulaháza	HB	Hajdúnánási	30845	6	2078	681	348
4100	Berettyóújfalu	HB	Berettyóújfalui	12788	4	17101	14040	6503
4110	Biharkeresztes	HB	Berettyóújfalui	19956	4	4926	3856	1633
4114	Bojt	HB	Berettyóújfalui	14137	6	2688	492	200
4115	Ártánd	HB	Berettyóújfalui	03319	6	1981	497	234
4116	Berekböszörmény	HB	Berettyóújfalui	18467	6	4284	1664	724
4117	Told	HB	Berettyóújfalui	25876	6	1491	295	99
4118	Mezőpeterd	HB	Berettyóújfalui	31033	6	1823	515	263
4119	Váncsod	HB	Berettyóújfalui	16762	6	3443	1040	518
4121	Szentpéterszeg	HB	Berettyóújfalui	19099	6	2551	992	471
4122	Gáborján	HB	Berettyóújfalui	18175	6	2646	817	365
4123	Hencida	HB	Berettyóújfalui	29391	6	3478	1095	411
4124	Esztár	HB	Derecskei	25469	6	3171	1292	507
4125	Pocsaj	HB	Derecskei	11837	5	4955	2501	971
4126	Kismarja	HB	Derecskei	15477	6	4717	1124	483
4127	Nagykereki	HB	Berettyóújfalui	08907	6	3727	1118	470
4128	Bedő	HB	Berettyóújfalui	33446	6	1020	267	133
4130	Derecske	HB	Derecskei	05573	4	10359	8416	3395
4132	Tépe	HB	Derecskei	31042	6	2322	1012	405
4133	Konyár	HB	Derecskei	25964	6	4170	2053	829
4134	Mezősas	HB	Berettyóújfalui	18847	6	2639	587	291
4135	Körösszegapáti	HB	Berettyóújfalui	08943	6	4585	815	476
4136	Körösszakál	HB	Berettyóújfalui	31130	6	1502	682	331
4137	Magyarhomorog	HB	Berettyóújfalui	03683	6	3999	722	441
4138	Komádi	HB	Berettyóújfalui	02167	4	14465	4903	2441
4141	Furta	HB	Berettyóújfalui	16993	6	4286	1150	568
4142	Zsáka	HB	Berettyóújfalui	04817	5	7879	1401	682
4143	Vekerd	HB	Berettyóújfalui	11138	6	741	113	94
4144	Darvas	HB	Berettyóújfalui	14678	6	4231	472	274
4145	Csökmő	HB	Berettyóújfalui	12450	5	6897	1690	840
4146	Újiráz	HB	Berettyóújfalui	23393	6	1546	456	258
4150	Püspökladány	HB	Püspökladányi	10162	4	18694	13180	5791
4161	Báránd	HB	Püspökladányi	26693	6	4257	2262	1135
4163	Szerep	HB	Püspökladányi	33437	6	5604	1458	503
4164	Bakonszeg	HB	Berettyóújfalui	15167	6	3503	1076	597
4171	Sárrétudvari	HB	Püspökladányi	23940	5	5442	2681	1199
4172	Biharnagybajom	HB	Püspökladányi	24828	6	6135	2383	1079
4173	Nagyrábé	HB	Püspökladányi	06309	5	8542	1862	925
4174	Bihartorda	HB	Püspökladányi	29887	6	2238	866	398
4175	Bihardancsháza	HB	Püspökladányi	25256	6	831	142	100
4176	Sáp	HB	Püspökladányi	26116	6	1922	768	351
4177	Földes	HB	Püspökladányi	03258	5	6524	3667	1683
4181	Nádudvar	HB	Hajdúszoboszlói	28103	4	22591	8164	3627
4183	Kaba	HB	Püspökladányi	02307	4	9504	5278	2334
4184	Tetétlen	HB	Püspökladányi	19691	6	3211	1245	505
4200	Hajdúszoboszló	HB	Hajdúszoboszlói	05175	4	23862	23475	11876
4211	Ebes	HB	Hajdúszoboszlói	14614	6	7730	4619	1692
4212	Hajdúszovát	HB	Hajdúszoboszlói	17473	6	5800	2967	1080
4220	Hajdúböszörmény	HB	Hajdúböszörményi	03045	4	37074	29574	12493
4231	Bököny	SZ	Nagykállói	11299	6	3547	2892	1168
4232	Geszteréd	SZ	Nagykállói	28893	6	3352	1623	743
4233	Balkány	SZ	Nagykállói	26958	4	9000	5828	2372
4234	Szakoly	SZ	Nagykállói	04774	6	4145	2575	982
4235	Biri	SZ	Nagykállói	02945	6	2259	1255	526
4241	Bocskaikert	HB	Hajdúhadházi	34102	6	1089	3999	1612
4242	Hajdúhadház	HB	Hajdúhadházi	10393	4	8782	13057	4113
4243	Téglás	HB	Hajdúhadházi	23214	4	3833	6229	2381
4244	Újfehértó	SZ	Nyíregyházi	26611	4	14092	12218	4788
4245	Érpatak	SZ	Nagykállói	10852	6	3164	1626	638
4251	Hajdúsámson	HB	Debreceni	31097	4	6947	13960	5072
4254	Nyíradony	HB	Nyíradonyi	06187	4	9657	7285	2633
4262	Nyíracsád	HB	Nyíradonyi	14003	6	7493	3588	1439
4263	Nyírmártonfalva	HB	Nyíradonyi	32382	6	5748	1847	791
4264	Nyírábrány	HB	Nyíradonyi	32294	5	5559	3605	1470
4266	Fülöp	HB	Nyíradonyi	22150	6	5595	1551	711
4267	Penészlek	SZ	Nyírbátori	17084	6	3692	913	418
4271	Mikepércs	HB	Derecskei	24217	6	3693	5234	1860
4272	Sáránd	HB	Derecskei	25007	6	2268	2137	848
4273	Hajdúbagos	HB	Derecskei	26170	6	3744	1938	832
4274	Hosszúpályi	HB	Derecskei	06266	5	7918	5482	2030
4275	Monostorpályi	HB	Derecskei	25894	6	4444	2123	941
4281	Létavértes	HB	Derecskei	05768	4	11661	6795	2635
4284	Kokad	HB	Derecskei	17455	6	1610	570	243
4285	Álmosd	HB	Nyíradonyi	27641	6	3413	1602	674
4286	Bagamér	HB	Nyíradonyi	20011	5	4702	2344	936
4287	Vámospércs	HB	Nyíradonyi	08989	4	5819	5083	2061
4288	Újléta	HB	Nyíradonyi	20419	6	3042	1037	419
4300	Nyírbátor	SZ	Nyírbátori	14845	4	6674	11388	4827
4311	Nyírgyulaj	SZ	Nyírbátori	09238	6	3575	1832	764
4320	Nagykálló	SZ	Nagykállói	24785	4	6851	9134	3631
4324	Kállósemjén	SZ	Nagykállói	31404	5	5453	3388	1484
4325	Kisléta	SZ	Nyírbátori	28477	6	2201	1596	562
4326	Máriapócs	SZ	Nyírbátori	19655	4	2209	1888	677
4327	Pócspetri	SZ	Nyírbátori	11244	6	2636	1488	639
4331	Nyírcsászári	SZ	Nyírbátori	25973	6	1324	1054	410
4332	Nyírderzs	SZ	Nyírbátori	05041	6	1701	536	255
4333	Nyírkáta	SZ	Mátészalkai	32452	6	3863	1896	636
4334	Hodász	SZ	Mátészalkai	13019	5	2649	3234	1100
4335	Kántorjánosi	SZ	Mátészalkai	02671	6	4162	1913	819
4336	Őr	SZ	Mátészalkai	09025	6	1778	1394	536
4337	Jármi	SZ	Mátészalkai	17589	6	1237	1146	506
4338	Papos	SZ	Mátészalkai	32577	6	1067	767	311
4341	Nyírvasvári	SZ	Nyírbátori	16522	6	2841	1829	732
4342	Terem	SZ	Nyírbátori	33358	6	4950	587	280
4343	Bátorliget	SZ	Nyírbátori	02990	6	3330	588	326
4351	Vállaj	SZ	Mátészalkai	06938	6	2227	904	440
4352	Mérk	SZ	Mátészalkai	07463	5	2508	1940	785
4353	Tiborszállás	SZ	Mátészalkai	08952	6	2552	890	360
4354	Fábiánháza	SZ	Mátészalkai	23250	6	2735	1694	754
4355	Nagyecsed	SZ	Mátészalkai	06488	4	4385	5969	2291
4356	Nyírcsaholy	SZ	Mátészalkai	07904	6	3434	2150	828
4361	Nyírbogát	SZ	Nyírbátori	31158	4	5535	2924	1232
4362	Nyírgelse	SZ	Nyírbátori	28440	6	2762	1018	476
4363	Nyírmihálydi	SZ	Nyírbátori	26365	6	2549	2123	642
4371	Nyírlugos	SZ	Nyírbátori	11271	4	5838	2401	1190
4372	Nyírbéltek	SZ	Nyírbátori	15802	5	6217	2723	1099
4373	Ömböly	SZ	Nyírbátori	26550	6	3036	329	188
4374	Encsencs	SZ	Nyírbátori	32328	6	3190	1806	652
4375	Piricse	SZ	Nyírbátori	03391	6	3699	1906	582
4376	Nyírpilis	SZ	Nyírbátori	03878	6	1634	955	174
4400	Nyíregyháza	SZ	Nyíregyházi	17206	1	27454	115711	53710
4434	Kálmánháza	SZ	Nyíregyházi	27225	6	3725	1757	713
4440	Tiszavasvári	SZ	Tiszavasvári	07597	4	12853	12338	4501
4441	Szorgalmatos	SZ	Tiszavasvári	34388	6	844	745	334
4445	Nagycserkesz	SZ	Nyíregyházi	22743	6	4148	1559	642
4450	Tiszalök	SZ	Tiszavasvári	23524	4	5867	5373	2219
4455	Tiszadada	SZ	Tiszavasvári	06433	6	4877	2016	902
4456	Tiszadob	SZ	Tiszavasvári	12593	5	8259	2567	1136
4461	Nyírtelek	SZ	Nyíregyházi	13550	4	6791	6470	2528
4463	Tiszanagyfalu	SZ	Nyíregyházi	27252	6	2705	1737	671
4464	Tiszaeszlár	SZ	Tiszavasvári	09113	6	5453	2350	925
4465	Rakamaz	SZ	Nyíregyházi	14739	4	4265	4179	1821
4466	Timár	SZ	Nyíregyházi	24475	6	2182	1187	479
4467	Szabolcs	SZ	Nyíregyházi	19169	6	588	347	186
4468	Balsa	SZ	Ibrányi	15963	6	2252	650	402
4471	Gávavencsellő	SZ	Ibrányi	05801	5	6682	3286	1469
4474	Tiszabercel	SZ	Ibrányi	03850	6	3138	1735	722
4475	Paszab	SZ	Ibrányi	31972	6	1296	1210	399
4482	Kótaj	SZ	Nyíregyházi	23728	6	2593	4447	1521
4483	Buj	SZ	Ibrányi	19707	6	3277	2192	914
4484	Ibrány	SZ	Ibrányi	25636	4	6042	6371	2370
4485	Nagyhalász	SZ	Ibrányi	27155	4	4430	5329	1949
4487	Tiszatelek	SZ	Ibrányi	14447	6	3379	1273	518
4488	Beszterec	SZ	Kemecsei	21227	6	1159	896	334
4491	Újdombrád	SZ	Kisvárdai	33659	6	1078	612	211
4492	Dombrád	SZ	Kisvárdai	14508	4	5184	3637	1336
4493	Tiszakanyár	SZ	Kisvárdai	08554	6	1551	1495	520
4494	Kékcse	SZ	Kisvárdai	14359	6	1823	1395	479
4495	Döge	SZ	Kisvárdai	03647	6	1654	2055	734
4496	Szabolcsveresmart	SZ	Kisvárdai	03586	6	2295	1424	545
4501	Kemecse	SZ	Kemecsei	19992	4	3894	4667	1600
4502	Vasmegyer	SZ	Kemecsei	27100	6	2274	1672	555
4503	Tiszarád	SZ	Kemecsei	10205	6	923	527	173
4511	Nyírbogdány	SZ	Kemecsei	28802	6	3503	2685	1021
4515	Kék	SZ	Kemecsei	28431	6	2198	1906	643
4516	Demecser	SZ	Kemecsei	17756	4	3700	3895	1455
4517	Gégény	SZ	Kemecsei	05670	6	2344	1761	714
4521	Berkesz	SZ	Kemecsei	07472	6	1318	789	294
4522	Nyírtass	SZ	Kisvárdai	28060	6	3795	1794	774
4523	Pátroha	SZ	Kisvárdai	12186	6	3923	2767	985
4524	Ajak	SZ	Kisvárdai	08776	4	2476	3272	1286
4525	Rétközberencs	SZ	Kisvárdai	21573	6	1580	1077	355
4531	Nyírpazony	SZ	Nyíregyházi	33145	5	1504	3695	1367
4532	Nyírtura	SZ	Nyíregyházi	12098	6	2148	1768	706
4533	Sényő	SZ	Nyíregyházi	04491	6	1830	1360	496
4534	Székely	SZ	Kemecsei	31088	6	1608	1004	347
4535	Nyíribrony	SZ	Baktalórántházai	14696	6	2009	1027	419
4536	Ramocsaháza	SZ	Baktalórántházai	31857	6	1812	1325	523
4537	Nyírkércs	SZ	Baktalórántházai	25928	6	1428	697	301
4541	Nyírjákó	SZ	Baktalórántházai	31477	6	1034	835	359
4542	Petneháza	SZ	Baktalórántházai	17224	6	2420	1519	669
4543	Laskod	SZ	Baktalórántházai	21290	6	1359	802	380
4544	Nyírkarász	SZ	Kisvárdai	18290	6	4143	2199	834
4545	Gyulaháza	SZ	Kisvárdai	07676	6	2207	1781	646
4546	Anarcs	SZ	Kisvárdai	29975	6	1706	1835	639
4547	Szabolcsbáka	SZ	Kisvárdai	22053	6	1984	1108	433
4552	Napkor	SZ	Nyíregyházi	08420	5	3735	3607	1337
4553	Apagy	SZ	Nyíregyházi	20303	6	3199	2187	855
4554	Nyírtét	SZ	Kemecsei	09256	6	1718	922	361
4555	Levelek	SZ	Baktalórántházai	30979	5	2572	2752	951
4556	Magy	SZ	Baktalórántházai	16629	6	2070	848	317
4557	Besenyőd	SZ	Baktalórántházai	13639	6	945	679	250
4558	Ófehértó	SZ	Baktalórántházai	22284	6	4317	2426	965
4561	Baktalórántháza	SZ	Baktalórántházai	02325	4	3524	3526	1125
4562	Vaja	SZ	Mátészalkai	18591	4	2861	3402	1177
4563	Rohod	SZ	Baktalórántházai	24581	6	1956	1173	440
4564	Nyírmada	SZ	Vásárosnaményi	12274	4	3880	4652	1544
4565	Pusztadobos	SZ	Vásárosnaményi	13860	6	1669	1410	511
4566	Ilk	SZ	Vásárosnaményi	09654	6	1456	1172	407
4567	Gemzse	SZ	Vásárosnaményi	13000	6	1359	833	269
4600	Kisvárda	SZ	Kisvárdai	09265	4	3590	14990	6933
4611	Jéke	SZ	Kisvárdai	13143	6	632	666	262
4621	Fényeslitke	SZ	Kisvárdai	22415	6	2515	2298	835
4622	Komoró	SZ	Záhonyi	27146	6	1169	1131	458
4623	Tuzsér	SZ	Záhonyi	09919	5	1552	3223	1007
4624	Tiszabezdéd	SZ	Záhonyi	20172	6	1864	1741	651
4625	Győröcske	SZ	Záhonyi	28945	6	211	106	53
4625	Záhony	SZ	Záhonyi	16203	4	694	3780	1830
4627	Zsurk	SZ	Záhonyi	13037	6	1519	606	280
4628	Tiszaszentmárton	SZ	Záhonyi	27544	6	1446	1079	404
4631	Pap	SZ	Kisvárdai	27748	6	1715	1705	644
4632	Nyírlövő	SZ	Kisvárdai	11095	6	791	645	245
4633	Lövőpetri	SZ	Kisvárdai	07995	6	926	428	217
4634	Aranyosapáti	SZ	Vásárosnaményi	09353	6	2112	2003	640
4635	Újkenéz	SZ	Kisvárdai	10117	6	969	943	352
4641	Mezőladány	SZ	Kisvárdai	32656	6	1407	921	338
4642	Tornyospálca	SZ	Kisvárdai	16957	6	4361	2287	944
4643	Benk	SZ	Záhonyi	25441	6	850	419	169
4644	Mándok	SZ	Záhonyi	17826	4	2891	3800	1441
4645	Tiszamogyorós	SZ	Záhonyi	11907	6	1025	607	249
4646	Eperjeske	SZ	Záhonyi	18528	6	1355	1040	396
4700	Mátészalka	SZ	Mátészalkai	18874	4	4140	15351	7158
4721	Szamoskér	SZ	Mátészalkai	16300	6	971	390	183
4722	Nyírmeggyes	SZ	Mátészalkai	23269	6	2879	2472	1027
4731	Tunyogmatolcs	SZ	Fehérgyarmati	13213	6	2628	2255	924
4732	Cégénydányád	SZ	Fehérgyarmati	09681	6	1208	606	273
4733	Gyügye	SZ	Fehérgyarmati	19558	6	433	270	130
4734	Szamosújlak	SZ	Fehérgyarmati	31273	6	527	359	188
4735	Hermánszeg	SZ	Fehérgyarmati	12061	6	520	232	133
4735	Szamossályi	SZ	Fehérgyarmati	10436	6	1158	630	317
4737	Darnó	SZ	Fehérgyarmati	18795	6	464	141	63
4737	Kisnamény	SZ	Fehérgyarmati	16036	6	1801	284	136
4741	Jánkmajtis	SZ	Fehérgyarmati	07843	6	2503	1668	641
4742	Csegöld	SZ	Fehérgyarmati	26107	6	1935	620	261
4743	Csengersima	SZ	Csengeri	24095	6	2380	657	302
4745	Szamosbecs	SZ	Csengeri	22017	6	671	304	166
4746	Szamostatárfalva	SZ	Csengeri	30085	6	450	285	124
4751	Kocsord	SZ	Mátészalkai	07445	6	2547	2715	1017
4752	Győrtelek	SZ	Mátészalkai	10126	6	1477	1603	476
4754	Fülpösdaróc	SZ	Mátészalkai	14377	6	425	345	106
4754	Géberjén	SZ	Mátészalkai	03629	6	538	452	198
4755	Ököritófülpös	SZ	Mátészalkai	31769	5	3342	1728	613
4756	Rápolt	SZ	Mátészalkai	09061	6	321	145	83
4761	Porcsalma	SZ	Csengeri	17215	5	3110	2576	993
4762	Tyukod	SZ	Csengeri	31398	5	6218	1846	875
4763	Ura	SZ	Csengeri	28981	6	3234	508	263
4764	Csengerújfalu	SZ	Csengeri	26851	6	2561	704	327
4765	Csenger	SZ	Csengeri	30641	4	3616	4395	1939
4765	Komlódtótfalu	SZ	Csengeri	22336	6	697	94	67
4766	Pátyod	SZ	Csengeri	23685	6	910	575	286
4767	Szamosangyalos	SZ	Csengeri	18005	6	804	497	187
4800	Vásárosnamény	SZ	Vásárosnaményi	18324	4	6567	7976	3424
4811	Kisvarsány	SZ	Vásárosnaményi	12672	6	1283	976	389
4812	Nagyvarsány	SZ	Vásárosnaményi	33783	6	1255	1273	541
4813	Gyüre	SZ	Vásárosnaményi	33774	6	1587	1207	428
4821	Ópályi	SZ	Mátészalkai	27924	6	2672	2976	913
4822	Nyírparasznya	SZ	Mátészalkai	10807	6	1476	838	309
4823	Nagydobos	SZ	Mátészalkai	21485	6	2693	2111	735
4824	Szamosszeg	SZ	Mátészalkai	13046	6	3530	1653	725
4826	Olcsva	SZ	Vásárosnaményi	11129	6	996	690	254
4831	Tiszaszalka	SZ	Vásárosnaményi	13541	6	1496	841	348
4832	Tiszavid	SZ	Vásárosnaményi	33747	6	1075	535	185
4833	Tiszaadony	SZ	Vásárosnaményi	09423	6	1563	583	243
4834	Tiszakerecseny	SZ	Vásárosnaményi	04446	6	2386	881	374
4835	Mátyus	SZ	Vásárosnaményi	20668	6	1103	253	130
4836	Lónya	SZ	Vásárosnaményi	26091	6	3548	684	387
4841	Jánd	SZ	Vásárosnaményi	17075	6	1654	720	284
4842	Gulács	SZ	Vásárosnaményi	29443	6	2335	949	359
4843	Hetefejércse	SZ	Vásárosnaményi	05616	6	1545	283	110
4844	Csaroda	SZ	Vásárosnaményi	29416	6	2468	556	247
4845	Tákos	SZ	Vásárosnaményi	29911	6	1082	354	138
4900	Fehérgyarmat	SZ	Fehérgyarmati	18971	4	5246	7134	3240
4911	Nábrád	SZ	Fehérgyarmati	19211	6	1764	857	366
4912	Kérsemjén	SZ	Fehérgyarmati	32869	6	708	274	120
4913	Panyola	SZ	Fehérgyarmati	29559	6	1220	485	279
4914	Olcsvaapáti	SZ	Fehérgyarmati	10834	6	1102	269	152
4921	Kisar	SZ	Fehérgyarmati	19424	6	1543	963	369
4921	Tivadar	SZ	Fehérgyarmati	20260	6	480	168	86
4922	Nagyar	SZ	Fehérgyarmati	04710	6	1599	633	280
4931	Tarpa	SZ	Vásárosnaményi	04312	5	4973	2422	882
4932	Márokpapi	SZ	Vásárosnaményi	33224	6	2118	508	211
4933	Beregsurány	SZ	Vásárosnaményi	20677	6	1601	644	228
4934	Beregdaróc	SZ	Vásárosnaményi	28246	6	2383	871	343
4935	Gelénes	SZ	Vásárosnaményi	04613	6	2055	525	237
4936	Vámosatya	SZ	Vásárosnaményi	27322	6	2412	507	239
4937	Barabás	SZ	Vásárosnaményi	26480	6	3818	799	377
4941	Penyige	SZ	Fehérgyarmati	32692	6	1889	700	285
4942	Mánd	SZ	Fehérgyarmati	02088	6	517	263	100
4942	Nemesborzova	SZ	Fehérgyarmati	27119	6	220	113	41
4943	Kömörő	SZ	Fehérgyarmati	23612	6	1637	500	230
4944	Túristvándi	SZ	Fehérgyarmati	13602	6	1522	666	249
4945	Szatmárcseke	SZ	Fehérgyarmati	31237	6	3630	1476	584
4946	Tiszakóród	SZ	Fehérgyarmati	08794	6	1669	723	297
4947	Tiszacsécse	SZ	Fehérgyarmati	24448	6	480	216	109
4948	Milota	SZ	Fehérgyarmati	31750	6	1539	873	313
4951	Tiszabecs	SZ	Fehérgyarmati	17817	5	1714	1115	419
4952	Uszka	SZ	Fehérgyarmati	31820	6	735	479	110
4953	Magosliget	SZ	Fehérgyarmati	29984	6	517	301	87
4954	Sonkád	SZ	Fehérgyarmati	23889	6	1981	681	236
4955	Botpalád	SZ	Fehérgyarmati	22239	6	1650	622	231
4956	Kispalád	SZ	Fehérgyarmati	29300	6	1674	565	183
4961	Zsarolyán	SZ	Fehérgyarmati	28750	6	639	359	153
4962	Nagyszekeres	SZ	Fehérgyarmati	27988	6	1051	453	200
4963	Kisszekeres	SZ	Fehérgyarmati	09751	6	1467	499	214
4964	Fülesd	SZ	Fehérgyarmati	10791	6	1505	396	178
4965	Kölcse	SZ	Fehérgyarmati	16665	5	2824	1192	530
4966	Vámosoroszi	SZ	Fehérgyarmati	08934	6	1315	460	175
4967	Csaholc	SZ	Fehérgyarmati	12928	6	1935	494	178
4968	Túrricse	SZ	Fehérgyarmati	08998	6	1299	563	221
4969	Tisztaberek	SZ	Fehérgyarmati	27261	6	1823	607	228
4971	Rozsály	SZ	Fehérgyarmati	17428	6	1486	603	253
4972	Gacsály	SZ	Fehérgyarmati	13727	6	1982	831	289
4973	Császló	SZ	Fehérgyarmati	09715	6	1018	321	148
4974	Zajta	SZ	Fehérgyarmati	06275	6	918	393	148
4975	Méhtelek	SZ	Fehérgyarmati	29799	6	863	650	274
4976	Garbolc	SZ	Fehérgyarmati	04996	6	723	134	70
4977	Kishódos	SZ	Fehérgyarmati	08509	6	892	60	33
4977	Nagyhódos	SZ	Fehérgyarmati	26976	6	764	118	84
5000	Szolnok	JN	Szolnoki	27854	1	18724	67126	35912
5051	Zagyvarékas	JN	Szolnoki	14836	6	3171	3562	1455
5052	Újszász	JN	Szolnoki	15291	4	5820	5879	2503
